pair_id,para_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len
CD008019,2,5,There were no data for cervical trauma.,rephrase,['There were no data for cervical trauma.'],3,0.5454545454545454,3,11
CD008019,3,8,"Cervical dilatation did not have a clear effect on these secondary outcomes, not prespecified in the protocol: wound infection, urinary tract infection, operative time, infectious morbidity, and integrity of uterine scar.",rephrase,"['Cervical dilatation did not have a clear effect on other secondary outcomes, (again not specified in our original protocol): wound infection, urinary tract infection, operative time, infectious morbidity, and integrity of uterine scar.']",5,0.8181818181818182,5,11
CD008036,0,2,"The study evaluated the effects of a singing program on the quality of life and respiratory muscle strength of hospitalised children with cystic fibrosis (mean age 11.6 years, 35% male).",rephrase,"['The study assessed the impact of singing on respiratory muscle strength, quality of life and lung function tests.']",0,0.2727272727272727,2,11
CD008036,0,4,This study was limited by a small sample size (51 participants) and a high drop-out rate (21%).,rephrase,['The included study was limited by the small number of participants (only 51 participants enrolled and only 40 were analysed) and a high drop-out rate (21%).'],1,0.4545454545454545,3,11
CD008036,1,5,"There were no differences between the groups at either post-intervention or follow-up; although by the end of treatment there were some improvements in some of the domains of the quality of life questionnaire Cystic Fibrosis Questionnaire-Revised (e.g. emotional, social and vitality domains) for both singing and control groups.",rephrase,['Participants from both the singing and recreation groups reported some improvement in quality of life measurements.'],2,0.5454545454545454,3,11
CD008036,1,6,"For the respiratory muscle strength indices, maximal expiratory pressure at follow-up (six to eight weeks post-intervention) was higher in the singing group, mean difference 25.80 (95% confidence interval 5.94 to 45.66).",rephrase,"['Participants in the singing group showed a greater increase in maximal expiratory pressure (a substitute measure of respiratory muscle strength test), while there was no improvement in this outcome for those in the recreation group.']",3,0.6363636363636364,4,11
CD008036,1,8,No adverse effects were observed in the singing group; adverse events for the control group were not reported in the paper.,rephrase,['No adverse events were reported.'],4,0.8181818181818182,5,11
CD008039,0,1,"Nine included studies (4373 participants, 5223 attacks) compared ibuprofen with placebo or other active comparators; none combined ibuprofen with a self-administered antiemetic.",rephrase,"['There is no information for ibuprofen combined with a self-administered antiemetic, and little information comparing ibuprofen with other medications.']",0,0.1538461538461538,1,13
CD008039,0,3,"For ibuprofen 400 mg versus placebo, NNTs for 2-hour pain-free (26% versus 12% with placebo), 2-hour headache relief (57% versus 25%) and 24-hour sustained headache relief (45% versus 19%) were 7.2, 3.2 and 4.0, respectively.",rephrase,"['There were no significant differences between ibuprofen 400 mg and rofecoxib 25 mg (now withdrawn) for 2-hour headache relief, 24-hour sustained headache relief, or use of rescue medication.']",1,0.3076923076923077,2,13
CD008039,1,7,"Similar numbers of participants experienced adverse events, which were mostly mild and transient, with ibuprofen and placebo.",rephrase,"['Of those who experience effective headache relief at two hours, more have that relief sustained over 24 hours with ibuprofen than with placebo.']",2,0.6153846153846154,4,13
CD008039,2,8,Ibuprofen 400 mg did not differ from rofecoxib 25 mg for 2-hour headache relief or 24-hour headache relief.,rephrase,['A single oral dose of ibuprofen 200 mg or 400 mg is effective in relieving pain in migraine headaches.'],3,0.6923076923076923,4,13
CD008039,3,9,We found no new studies since the last version of this review.,rephrase,"['This is an updated version of the original Cochrane review published in Issue 10, 2010 (Rabbie 2010); no new studies were found.']",4,0.7692307692307693,4,13
CD008039,3,12,"Adverse events were mostly mild and transient, occurring at the same rate as with placebo.",rephrase,"['Adverse events are mostly mild and transient, occurring in the same proportion of participants treated with ibuprofen and placebo.']",7,1.0,5,13
CD008053,0,1,"Overall, the number of included women in each trial was too small to allow adequate assessment of pre-specified outcomes.",rephrase,"['Overall, the number of women included in the two studies was too small to allow adequate assessment of outcomes.']",2,0.1428571428571428,1,14
CD008053,0,2,Investigators used strict inclusion criteria and in both studies relatively few of the women presenting with PPROM were eligible for inclusion.,rephrase,"['In both studies there were strict criteria for deciding whether women could be included; for example, women had to live within a certain distance of emergency facilities, and there had to be no signs that mothers and babies had infection or other problems.']",3,0.2142857142857142,2,14
CD008053,0,5,"There was no evidence of differences between groups for serious neonatal morbidity, chorioamnionitis, gestational age at delivery, birthweight and admission to neonatal intensive care.",rephrase,"[""Results suggested that there were few differences in mothers' and babies' health for women cared for at home or in hospital including infant death, serious illness, or admission to intensive care baby units.""]",4,0.4285714285714285,3,14
CD008053,1,7,"There was some evidence that women managed in hospital were more likely to be delivered by caesarean section (RR (random-effects) 0.28, 95% CI 0.07 to 1.15).",rephrase,['There was some evidence that women managed in hospital were more likely to be delivered by caesarean section.'],5,0.5714285714285714,3,14
CD008053,1,9,"Mothers randomised to care at home spent approximately 10 fewer days as inpatients (mean difference -9.60, 95% CI -14.59 to -4.61) and were more satisfied with their care.",rephrase,['Women cared for at home were likely to spend less time in hospital (spending approximately 10 fewer days as inpatients) and were more satisfied with their care.'],6,0.7142857142857143,4,14
CD008053,1,10,"Furthermore, home care was associated with reduced costs.",rephrase,"['In addition, home care was associated with reduced costs.']",7,0.7857142857142857,4,14
CD008075,0,0,We included four randomized trials involving 200 participants.,rephrase,['We included four trials involving 205 participants.'],0,0.0769230769230769,1,13
CD008075,0,2,"Two trials reported 28-day mortality, and one trial reported hospital mortality; in the third trial, the number of deaths stated did not match the quoted mortality rates.",rephrase,"['Key results\nOutcome data were limited - two trials reported death rates at 28 days and one reported death rates in hospital; in the fourth study, the number of deaths stated did not match the quoted mortality rates.']",1,0.2307692307692307,2,13
CD008075,0,4,"One study (137 participants, low-quality evidence) reported length of stay in the ICU.",rephrase,"['One study reported length of stay in the ICU, and one provided data on organ dysfunction.']",2,0.3846153846153846,2,13
CD008075,0,7,Investigators reported no adverse events.,rephrase,['Investigators described no complications.'],3,0.6153846153846154,4,13
CD008075,1,9,Investigators reported no adverse effects of HVHF (low-quality evidence).,rephrase,"['Studies included in this review reported relatively small numbers of participants and measured different outcomes; therefore, we judged the quality of evidence with respect to the impact of HVHF as low.']",4,0.7692307692307693,4,13
CD008075,1,10,"The results of this meta-analysis show that very few studies have been conducted to investigate the use of HVHF in critically ill patients with severe sepsis or septic shock (four studies, 201 participants, low-quality evidence).",rephrase,['No clear evidence showed any benefit of HVHF in critically ill patients with severe sepsis or septic shock.'],5,0.8461538461538461,5,13
CD008075,1,11,Researchers should consider additional randomized controlled trials that are large and multi-centred and have clinically relevant outcome measures.,rephrase,"['Larger trials, carried out at many centres, are required for full assessment of clinically relevant outcomes and for evaluation of cost versus benefit.']",6,0.9230769230769232,5,13
CD008085,0,0,Six trials involving 849 patients satisfied the inclusion criteria.,rephrase,['This systematic review included six trials with 849 patients.'],0,0.0833333333333333,1,12
CD008085,0,1,"Pharmacological interventions included aprotinin, desmopressin, recombinant factor VIIa, antithrombin III, and tranexamic acid.",rephrase,"['The trials included comparison of medicines (such as aprotinin, desmopressin, recombinant factor VIIa, antithrombin III, and tranexamic acid) with controls (no medicines).']",1,0.1666666666666666,1,12
CD008085,0,3,All trials had a high risk of bias.,rephrase,"[""All trials had high risk of bias ('systematic error') as well of play of chance ('random error').""]",2,0.3333333333333333,2,12
CD008085,0,4,"There was no significant difference in the peri-operative mortality, survival at maximal follow-up, liver failure, or other peri-operative morbidity.",rephrase,['There was no difference in the death or complications due to surgery or long-term survival in any of the comparisons.'],3,0.4166666666666667,3,12
CD008085,0,5,The risk ratio of requiring allogeneic blood transfusion was significantly lower in the aprotinin and tranexamic acid groups than the respective control groups.,rephrase,['Fewer patients required transfusion of blood donated by others when aprotinin or tranexamic acid were compared to controls not receiving the interventions.'],4,0.5,3,12
CD008085,1,8,Aprotinin and tranexamic acid show promise in the reduction of blood transfusion requirements in liver resection surgery.,rephrase,['Aprotinin and tranexamic acid show promise in the reduction of blood transfusion requirements in liver resections.'],7,0.75,4,12
CD008085,1,9,"However, there is a high risk of type I (erroneously concluding that an intervention is beneficial when it is actually not beneficial) and type II errors (erroneously concluding that an intervention is not beneficial when it is actually beneficial) because of the few trials included, the small sample size in each trial, and the high risk of bias.",rephrase,"['However, there is a high risk of type I errors (erroneously concluding that an intervention is beneficial when it is actually not beneficial) and type II errors (erroneously concluding that an intervention is not beneficial when it is actually beneficial) because of the few trials included and the small sample size in each trial as well as the inherent risk of bias (systematic errors).']",8,0.8333333333333334,5,12
CD008085,1,10,Further randomised clinical trials with low risk of bias and random errors assessing clinically important outcomes such as peri-operative mortality are necessary to assess any pharmacological interventions aimed at decreasing blood loss and blood transfusion requirements in liver resections.,rephrase,['Further randomised clinical trials with low risk of bias (systematic errors) and low risk of play of chance (random errors) which assess clinically important outcomes (such as death and complications due to operation) are necessary to assess any pharmacological interventions aimed at decreasing blood transfusion and blood transfusion requirements in liver resections.'],9,0.9166666666666666,5,12
CD008085,1,11,Trials need to be designed to assess the effect of a combination of different interventions in liver resections.,rephrase,['Trials need to be designed to assess the effect of a combination of different interventions in liver resections.'],10,1.0,5,12
CD008092,0,0,"Fifteen RCTs were included, giving a total of 473 participants with ELP (study sizes ranged between 8-94).",rephrase,"['This review looked at the effectiveness of treatments for ELP and included 15 studies, with 473 participants with ELP.']",0,0.0526315789473684,1,19
CD008092,0,1,All studies involved oral sites only.,rephrase,"['All involved oral, but not genital, disease.']",1,0.1052631578947368,1,19
CD008092,1,4,"One study involving 50 participants found that 0.025% clobetasol propionate administered as liquid microspheres significantly reduced pain compared to ointment (Mean difference (MD) -18.30, 95% confidence interval (CI) -28.57 to -8.03), but outcome data was only available in 45 participants (high risk of performance bias for blinding of participants, low/unclear risk of bias overall).",rephrase,['One small study found that 0.025% clobetasol propionate (a very potent topical steroid) administered as a spray significantly reduced pain when compared to ointment.'],2,0.2631578947368421,2,19
CD008092,1,5,"However, in another study, a significant difference in pain was seen in the small subgroup of 11 ELP participants, favouring ciclosporin solution over 0.1% triamcinolone acetonide in orabase (MD -1.40, 95% CI -1.86 to -0.94) (high risk of performance and detection bias due to likely lack of blinding, low/unclear risk of bias overall).",rephrase,"['In another study, a significant difference in pain was seen in the small subgroup of 11 ELP participants, favouring ciclosporin solution over 0.1% triamcinolone acetonide in orabase (a potent topical steroid).']",3,0.3157894736842105,2,19
CD008092,1,6,"Aloe vera gel was 6 times more likely to result in at least a 50% improvement in pain symptoms compared to placebo in a study involving 45 ELP participants (Risk ratio (RR) 6.16, 95% CI 2.35 to 16.13) (low risk of bias overall).",rephrase,"['In a study involving 45 ELP participants, aloe vera gel was 6 times more likely to result in at least a 50% improvement in pain symptoms compared to placebo.']",4,0.3684210526315789,2,19
CD008092,2,9,"In a study involving a small subgroup of 8 ELP participants, a significant difference was seen for an improvement in the severity of the disease as rated by the Physician Global Assessment, in favour of the ciclosporin group when compared to the vehicle (MD -1.40, 95% CI -1.86 to -0.94) (unclear risk of selection bias for allocation concealment, overall risk of bias low).",rephrase,"['In a study involving a small subgroup of 8 ELP participants, a significant difference was seen for an improvement in the severity of the disease in favour of the ciclosporin group when compared to the vehicle.']",5,0.5263157894736842,3,19
CD008092,4,11,"There is no overwhelming evidence for the efficacy of a single treatment, including topical steroids, which are the widely accepted first-line therapy for ELP.",rephrase,"['Overall, there was no overwhelming evidence for the effectiveness of any single treatment, including topical steroids, which are the widely accepted first-line therapy for ELP.']",6,0.631578947368421,4,19
CD008092,4,12,"Several side-effects were reported, but none were serious.",rephrase,"['Several side-effects were reported, but none were serious.']",7,0.6842105263157895,4,19
CD008092,4,13,"With topical corticosteroids, the main side-effects were oral candidiasis and dyspepsia.",rephrase,"['With topical corticosteroids, the main side-effects were oral candida (yeast) infection and pain or discomfort in the upper abdomen.']",8,0.7368421052631579,4,19
CD008092,5,14,"This review suggests that there is only weak evidence for the effectiveness of any of the treatments for oral ELP, whilst no evidence was found for genital ELP.",rephrase,['We found only weak evidence for the effectiveness of any of the treatments for oral ELP.'],9,0.7894736842105263,4,19
CD008099,0,2,At least 50% pain relief was achieved by 26% on codeine 60 mg and 17% on placebo.,rephrase,['The number of individuals achieving a clinically useful amount of pain relief (at least 50%) with codeine compared to placebo was low.'],2,0.3333333333333333,2,9
CD008099,1,4,"The NNT to prevent use of rescue medication within 4 to 6 hours was 11 (6.3 to 50) (11 studies, 765 participants, mostly non-dental); the mean time to its use was 2.7 hours with codeine and 2.0 hours with placebo.",rephrase,"['The need for use of additional analgesia within 4 to 6 hours was 38% with codeine compared with 46% with placebo, and the mean time to the use of additional analgesia was only slightly longer with codeine (2.7 hours) than with placebo (2 hours).']",3,0.5555555555555556,3,9
CD008099,2,7,"Single dose codeine 60 mg provides good analgesia to few individuals, and does not compare favourably with commonly used alternatives such as paracetamol, NSAIDs and their combinations with codeine, especially after dental surgery; the large difference between dental and other surgery was unexpected.",rephrase,"['Other commonly used analgesics, alone and in combination with codeine 60 mg, provide better pain relief.']",5,0.8888888888888888,5,9
CD008099,2,8,Higher doses were not evaluated.,rephrase,['Higher doses of codeine were not investigated in these studies.'],6,1.0,5,9
CD008123,0,1,Our 2018 search update identified no additional trials.,rephrase,"['The evidence is up-to-date to January 2018, when we updated the searches and found no new trials.']",0,0.1666666666666666,1,12
CD008123,0,4,Participants were followed during the length of their hospitalization to measure the outcomes of interest.,rephrase,['Each study participant was followed up for the duration of their hospitalization.'],1,0.4166666666666667,3,12
CD008123,0,6,"There were no deaths in either group, making any treatment effect on mortality inestimable.",rephrase,['There were no deaths in either group in the trial.'],2,0.5833333333333334,3,12
CD008123,1,8,We found low- and moderate-certainty evidence supporting the use of BIG-IV in infant intestinal botulism.,rephrase,['The evidence was mostly of moderate certainty (low certainty for time spent on a ventilator).'],3,0.75,4,12
CD008123,1,9,A single RCT demonstrated that BIG-IV probably decreases the duration of hospitalization; may decrease the duration of mechanical ventilation; and probably decreases the duration of tube or parenteral feeding.,rephrase,['The review shows that BIG-IV probably shortens hospitalization; may shorten time spent on a ventilator; and probably reduces the duration of tube feeding compared to placebo.'],4,0.8333333333333334,5,12
CD008123,1,11,Our search did not reveal any evidence examining the use of other medical treatments including serum trivalent botulism antitoxin.,rephrase,"['Our searches of the medical literature revealed one relevant study, which was in infant botulism.']",5,1.0,5,12
CD008130,0,0,We included one trial reporting outcome at follow-up times ranging between two and 47 months for 81 participants with Mason type 1 and 2 radial head fractures.,rephrase,['We included one trial reporting results at times ranging from two to 47 months for 81 people who had had an elbow fracture that involved the head of the radius.'],0,0.125,1,8
CD008130,0,2,The trial found no significant differences between early and delayed mobilisation in the numbers of participants with pain or limitations in their range of elbow motion.,rephrase,['The trial found no important differences between early and delayed mobilisation in the numbers of participants with pain or limitations in their range of elbow motion.'],1,0.375,2,8
CD008130,0,3,All participants were reported as being able to use their arms for full activities of daily living and none had changed their occupation or lifestyle.,rephrase,['All participants were reported as being able to use their arms for full activities of daily living and none had changed their occupation or lifestyle.'],2,0.5,3,8
CD008130,0,4,There was no mention of fracture complications.,rephrase,['There was no mention of fracture complications.'],3,0.625,4,8
CD008130,1,5,"There is a lack of robust evidence to inform on the timing of mobilisation, and specifically on the use of early mobilisation, after non-surgical or surgical treatment for adults with elbow fractures.",rephrase,['We concluded that there was a lack of reliable evidence to answer the question of whether early mobilisation improved function without increasing complications in adults with elbow fractures.'],4,0.75,4,8
CD008130,2,6,"There is a need for high quality, well-reported, adequately powered, randomised controlled trials that compare early versus delayed mobilisation in people with commonly-occurring elbow fractures, treated with or without surgery.",rephrase,['We searched for randomised controlled trials that compared early movement with delayed movement of the elbow after elbow fracture.'],5,0.875,5,8
CD008131,0,1,We assessed four of the seven studies as being at high risk of bias and three had an unclear risk of bias; the quality of the evidence was difficult to assess as there was often insufficient detail reported to enable any conclusions to be drawn about the methodological rigour of the studies.,rephrase,['The quality of the evidence in the studies was difficult to assess due to poor reporting.'],0,0.25,2,8
CD008131,0,4,Only three studies reported socioemotional outcomes and there was insufficient data to combine into a meta-analysis.,rephrase,['Socioemotional development was measured in three studies but we could not combine this data to help reach a conclusion about effectiveness.'],1,0.625,4,8
CD008131,0,5,No study reported on adverse effects.,rephrase,['None of the studies measured adverse effects.'],2,0.75,4,8
CD008131,1,6,This review does not provide evidence of the effectiveness of home-based interventions that are specifically targeted at improving developmental outcomes for preschool children from socially disadvantaged families.,rephrase,"['The purpose of this review was to look at whether home-based parenting programmes, which aim to improve child development by showing parents how to provide a better quality home environment for their child, are effective in doing so.']",3,0.875,5,8
CD008146,0,0,"The review includes three trials, which were all at low risk of bias, involving 530 people with peripheral neuropathy.",rephrase,['The trials involved a total of 530 adults with peripheral neuropathy.'],0,0.0769230769230769,1,13
CD008146,0,2,We assessed the quality of this evidence as low.,rephrase,"['We assessed the quality of this evidence as moderate because the results were imprecise, which means they do not rule out the possibility that the drugs could have an effect.']",1,0.2307692307692307,2,13
CD008146,0,4,"Neither ascorbic acid study measured fatigue at four to 12 weeks, which was our primary outcome measure.",rephrase,['We chose measures of fatigue at four to 12 weeks as our preferred measure of the effects of treatment.'],2,0.3846153846153846,2,13
CD008146,1,8,One small imprecise study in people with GBS showed uncertain effects of amantadine on fatigue.,rephrase,['There was insufficient evidence to determine the effects of amantadine when compared with an inactive treatment (placebo) for fatigue.'],3,0.6923076923076923,4,13
CD008146,1,9,In two studies in people with CMT1A there is moderate-quality evidence that ascorbic acid has little meaningful benefit on fatigue.,rephrase,['We found evidence that ascorbic acid probably has little meaningful benefit for fatigue.'],4,0.7692307692307693,4,13
CD008146,2,11,"There was no evidence available from RCTs to evaluate the effect of other drugs or other interventions for fatigue in either GBS, CMT1A or other causes of peripheral neuropathy.",rephrase,['We found no evidence from RCTs on other medicines or treatments for fatigue in peripheral neuropathy.'],5,0.9230769230769232,5,13
CD008146,2,12,The cost effectiveness of different interventions should also be considered in future randomised clinical trials.,rephrase,['The cost effectiveness of different interventions should also be considered in future RCTs.'],6,1.0,5,13
CD008160,0,1,Two studies were assessed with low risk of bias.,rephrase,['Two studies were rated as having low risk of bias.'],0,0.1666666666666666,1,12
CD008160,0,3,Few workers were sick-listed.,rephrase,"['Neck pain is more common in the general population than previously known.This Cochrane review presents what we know from research about the effect of workplace interventions for workers with neck pain who, for the most part, are not sick-listed.']",1,0.3333333333333333,2,12
CD008160,0,5,"Overall, there was low quality evidence that showed no significant differences between WIs and no intervention for pain prevalence or severity.",rephrase,['The present review found low quality evidence that those who received workplace interventions did not get more pain relief than those who received no interventions.'],2,0.5,3,12
CD008160,0,7,"There was moderate quality evidence (1 study, 415 workers) that a four-component WI was significantly more effective in reducing sick leave in the intermediate-term (OR 0.56, 95% CI 0.33 to 0.95), but not in the short- (OR 0.83, 95% CI 0.52 to 1.34) or long-term (OR 1.28, 95% CI 0.73 to 2.26).",rephrase,"['We found moderate quality evidence (1 trial, 415 workers) that workplace interventions reduced sick leave among the workers at six month-, but not at three- and 12-month follow-ups.']",3,0.6666666666666666,4,12
CD008160,0,8,These findings might be because only a small proportion of the workers were sick-listed.,rephrase,['This could be due to the fact that few participants in the study were sick-listed.'],4,0.75,4,12
CD008160,1,10,Further research is very likely to have an important impact on our confidence in the estimate of effect and is likely to change the estimate.,rephrase,['Further research is very likely to have an important impact on our confidence in the estimate of effect and is likely to change the estimate for both pain and sickness absence.'],5,0.9166666666666666,5,12
CD008168,0,0,We included 12 RCTs (1600 infants) in the review.,rephrase,"['Of these, 12\xa0studies (involving a total of 1600 infants) were eligible for inclusion in this review.']",0,0.0909090909090909,1,11
CD008168,0,1,There is one ongoing study and four awaiting classification.,rephrase,['One study is currently ongoing and four are awaiting classification.'],1,0.1818181818181818,1,11
CD008168,0,3,One study involving 60 infants reported no incidence of bilirubin induced brain dysfunction (BIND).,rephrase,['Our primary outcomes of interest were the rate of fall in the serum bilirubin levels and bilirubin-induced brain dysfunction (BIND).'],2,0.3636363636363636,2,11
CD008168,1,6,The available evidence detected little or no difference between intermittent and continuous phototherapy with respect to rate of decline of bilirubin.,rephrase,['We found\xa0little or no difference\xa0between intermittent phototherapy and continuous phototherapy in reducing bilirubin levels.'],3,0.6363636363636364,4,11
CD008168,1,7,"Continuous phototherapy appears to be more effective in preterm infants, however, the risks of continuous phototherapy and the potential benefits of a slightly lower bilirubin level are unknown.",rephrase,"['Continuous phototherapy was more effective in preterm infants, however, we do not know if this is a meaningful difference.']",4,0.7272727272727273,4,11
CD008168,1,8,Intermittent phototherapy is associated with a decrease in the total number of hours of phototherapy exposure.,rephrase,['Intermittent phototherapy is associated with\xa0a decrease in the total number of hours of phototherapy exposure.'],5,0.8181818181818182,5,11
CD008168,1,9,There are theoretical benefits to intermittent regimens but there are important safety outcomes that were inadequately addressed.,rephrase,['There are theoretical benefits to intermittent regimens but\xa0there are important safety outcomes that were inadequately addressed.'],6,0.9090909090909092,5,11
CD008168,1,10,"Large, well designed, prospective trials are needed in both preterm and term infants before it can be concluded that intermittent and continuous phototherapy regimens are equally effective.",rephrase,"['Large, high-quality trials are needed in both preterm and term infants before it can be concluded that intermittent and continuous phototherapy regimens are equally effective.']",7,1.0,5,11
CD008185,0,0,"One study (96 male participants) met the inclusion criteria, although the primary outcome of this review - z score for height and weight, was not assessed in the study.",rephrase,['The review included one study with 96 males with Hunter syndrome aged between 4.9 and 30.9 years of age.'],0,0.0714285714285714,1,14
CD008185,0,2,"Following 53 weeks of treatment, participants in the weekly idursulfase 0.5 mg/kg group demonstrated a significant improvement rate compared with placebo for the primary outcome: distance walked in six minutes on the basis of the sum of ranks of change from baseline, mean difference 37.00 (95% confidence interval 6.52 to 67.48).",rephrase,"['The trial compared idursulfase 0.5 mg/kg given either weekly or every-other week, or weekly infusions of placebo (a substance which contains no medication) and people were selected for one treatment or the other randomly.']",1,0.2142857142857142,2,14
CD008185,0,4,"After 53 weeks, there was no statistical significance difference in per cent predicted forced vital capacity between the three groups and absolute forced vital capacity was significantly increased from baseline in the weekly dosing group compared to placebo, mean difference 0.16 (95% confidence interval CI 0.05 to 0.27).",rephrase,['The study lasted 53 weeks.'],2,0.3571428571428571,2,14
CD008185,2,9,The current evidence is limited.,rephrase,['Current evidence is limited given there was only one randomised clinical trial found in the medical literature.'],3,0.7142857142857143,4,14
CD008185,2,10,"While the randomised clinical trial identified was considered to be of good quality, it failed to describe important outcomes.",rephrase,['This trial was considered to be of overall good quality.'],4,0.7857142857142857,4,14
CD008185,2,11,"It has been demonstrated that enzyme replacement therapy with idursulfase is effective in relation to functional capacity (distance walked in six minutes and forced vital capacity), liver and spleen volumes and urine glycosaminoglycan excretion in people with mucopolysaccharidosis type II compared with placebo.",rephrase,"[""As compared with placebo, enzyme replacement therapy with idursulfase in people with Hunter syndrome, led to some improvement in the individuals' ability to walk and a reduction in the excretion of abnormal mucopolysaccharides in the urine.""]",5,0.8571428571428571,5,14
CD008185,2,12,"There is no available evidence in the included study and in the literature on outcomes such as improvement in growth, sleep apnoea, cardiac function, quality of life and mortality.",rephrase,['To date there is no evidence available in the literature showing that treatment reduces complications of the disease related to quality of life and mortality.'],6,0.9285714285714286,5,14
CD008203,0,1,"The quality of the evidence was moderate because of imprecision, as the required sample size for the outcomes of this review was not achieved.",rephrase,"['Quality of the evidence\nThe quality of the evidence was moderate because of imprecision, as the required sample size for the outcomes of this review was not achieved.']",2,0.2857142857142857,2,7
CD008203,0,2,"Analysis showed that when compared with placebo rosuvastatin reduced the incidence of VTE (odds ratio (OR) 0.57, 95% confidence interval (CI) 0.37 to 0.86) and deep vein thrombosis (DVT) (OR 0.45, 95% CI 0.25 to 0.79), the risk of any (fatal and non-fatal) myocardial infarction (MI) (OR 0.45, 95% CI 0.30 to 0.69), and any (fatal and non-fatal) stroke (OR 0.51, 95% CI 0.34 to 0.78).",rephrase,"['Analysis showed that, compared with placebo, rosuvastatin reduced the incidence of VTE and DVT, the risk of any (fatal and non-fatal) myocardial infarction, and any (fatal and non-fatal) stroke.']",3,0.4285714285714285,3,7
CD008203,0,3,"There was no difference in the incidence of pulmonary embolism (PE) (OR 0.77, 95% CI 0.41 to 1.46), fatal MI (OR 1.50, 95% CI 0.53 to 4.22), fatal stroke (OR 0.30, 95% CI 0.08 to 1.09) or death after VTE (OR 0.50, 95% CI 0.20 to 1.24).",rephrase,"['There were no differences between rosuvastatin and placebo in the incidence of pulmonary embolism, fatal myocardial infarction, fatal stroke, and death after VTE.']",4,0.5714285714285714,3,7
CD008203,0,4,"The incidence of any serious adverse events was no different between the rosuvastatin and placebo groups (OR 1.07, 95% CI 0.95 to 1.20).",rephrase,['The incidence of any serious adverse events was not different between rosuvastatin and placebo.'],5,0.7142857142857143,4,7
CD008203,1,5,"Available evidence showed that rosuvastatin was associated with a reduced incidence of VTE, but the evidence was limited to a single RCT and any firm conclusions and suggestions could be not drawn.",rephrase,['No firm conclusions or suggestions could be made from these findings.'],6,0.8571428571428571,5,7
CD008203,1,6,Randomised controlled trials of statins (including rosuvastatin) are needed to evaluate their efficacy in the prevention of VTE.,rephrase,['More randomised controlled trials of statins (including rosuvastatin) are needed to evaluate the efficacy of statins in the prevention of VTE.'],7,1.0,5,7
CD008251,0,0,Three small RCTs met our inclusion criteria and included a total of 148 participants.,rephrase,['We found three small RCTs that included a total of 148 people with pressure ulcers.'],0,0.0555555555555555,1,18
CD008251,1,5,Two studies compared topical phenytoin with hydrocolloid dressing (84 participants analysed).,rephrase,"['The trials compared topical phenytoin with three other treatments for pressure ulcers: hydrocolloid dressings, triple antibiotic ointment, and simple dressings.']",3,0.3333333333333333,2,18
CD008251,1,6,"The available data suggest that hydrocolloid dressings may improve ulcer healing compared to topical phenytoin (39.3% ulcers healed for phenytoin versus 71.4% ulcers healed for hydrocolloid dressings (RR 0.55, 95% CI 0.33 to 0.92; 56 participants, 1 study; low quality evidence).",rephrase,['The results of one study suggested that hydrocolloid dressings may slightly improve ulcer healing compared to topical phenytoin.'],4,0.3888888888888889,2,18
CD008251,1,9,"From the available data, we are uncertain whether topical phenytoin improves ulcer healing compared to simple dressings (39.3% ulcers healed for phenytoin versus 29.6% ulcers healed for the simple dressing (RR 1.33, 95% CI 0.63 to 2.78; 55 participants, 1 study; very low quality evidence).",rephrase,"['However, we are uncertain whether topical phenytoin improves ulcer healing compared to simple dressings.']",5,0.5555555555555556,3,18
CD008251,1,12,"One study compared topical phenytoin with triple antibiotic ointment, however, none of the outcomes of interest to this review were reported.",rephrase,['The study which compared topical phenytoin with triple antibiotic ointment did not report any outcomes of interest to this review.'],6,0.7222222222222222,4,18
CD008251,2,15,This review has considered the available evidence and the result shows that it is uncertain whether topical phenytoin improves ulcer healing for patients with grade I and II pressure ulcers.,rephrase,['It is uncertain whether topical phenytoin improves ulcer healing for patients with grade I and II pressure ulcers.'],7,0.8888888888888888,5,18
CD008251,2,16,No adverse events were reported from three small trials and minimal pain was reported in one trial.,rephrase,['No adverse events were reported from three small trials and minimal pain was reported in one trial.'],8,0.9444444444444444,5,18
CD008251,2,17,"Therefore, further rigorous, adequately powered RCTs examining the effects of topical phenytoin for treating pressure ulcers, and to report on adverse events, quality of life and costs are necessary.",rephrase,"['Further rigorous, adequately powered RCTs are needed to find whether topical phenytoin is a helpful medication for treating pressure ulcers.']",9,1.0,5,18
CD008253,0,0,One single-centred trial (46 participants) was identified comparing a topical steroid (betamethasone) given as nasal drops to placebo.,rephrase,['Our search found one trial with 46 adult volunteers with cystic fibrosis which compared nasal drops containing a steroid (betamethasone) to identical drops containing no active treatment.'],0,0.0833333333333333,1,12
CD008253,0,1,Treatment was given twice daily for six weeks; 22 participants received the active drug.,rephrase,['Two drops were applied directly to polyps twice a day for six weeks.'],1,0.1666666666666666,1,12
CD008253,1,4,"Betamethasone was effective in reducing the size of polyps, but was associated with increased reports of mild side effects, nasal bleeding and discomfort.",rephrase,"['There were no major side effects linked to using betamethasone, and only three volunteers reported increased nose bleeds and discomfort.']",2,0.4166666666666667,3,12
CD008253,2,5,Risk of bias was high since over 50% of people enrolled did not complete the study.,rephrase,"['However, over 50% of people enrolled did not complete the study and the reasons for dropping out were not very clearly explained.']",3,0.5,3,12
